03;HBE;IST;177;140
04;HBE;IST;216;140
01;HBE;BGY;115;225
02;HBE;BGY;116;225
03;HBE;BGY;113;225
04;HBE;MXP;139;235
01;LOS;CAI;520;335
02;LOS;CAI;347;335
03;LOS;CAI;355;350
05;LOS;CAI;338;350
02;LOS;NBO;345;320
03;LOS;NBO;579;320
04;LOS;NBO;567;320
09;LOS;NBO;600;320
02;LOS;ADD;419;320
02;LOS;CMN;496;275
02;LOS;DXB;629;425
03;LOS;DXB;649;425
04;LOS;DXB;637;445
08;LOS;DXB;702;465
03;LOS;DOH;618;410
01;LOS;AMS;1019;400
02;LOS;AMS;1009;400
01;LOS;IST;1869;390
02;LOS;IST;902;390
10;LOS;IST;908;400
01;LOS;LHR;615;395
02;LOS;LHR;461;395
03;LOS;LHR;459;395
06;LOS;LHR;459;390
07;LOS;LHR;496;395
12;LOS;LHR;960;395
02;LOS;FRA;754;390
01;LOS;CDG;3959;390
02;LOS;CDG;553;390
01;LOS;IAD;1139;730
02;LOS;IAD;748;730
03;LOS;IAD;786;675
04;LOS;IAD;743;675
05;LOS;IAD;786;675
07;LOS;IAD;748;675
08;LOS;IAD;800;675
02;LOS;ATL;1589;780
03;LOS;ATL;1581;780
05;LOS;ATL;1589;760
11;LOS;ATL;1610;730
04;LOS;JFK;975;720
06;LOS;JFK;970;720
12;LOS;JFK;981;645
01;SSH;CAI;47;60
02;SSH;CAI;38;60
03;SSH;CAI;41;60
04;SSH;CAI;52;60
05;SSH;CAI;48;60
06;SSH;CAI;37;60
07;SSH;CAI;40;60
08;SSH;CAI;75;60
11;SSH;CAI;121;60
12;SSH;CAI;108;60
02;SSH;HBE;67;70
04;SSH;HBE;136;80
06;SSH;HBE;85;70
02;SSH;HRG;33;35
03;SSH;HRG;33;35
04;SSH;HRG;41;35
05;SSH;HRG;78;35
01;SSH;RUH;175;125
01;SSH;SAW;70;160
02;SSH;SAW;65;160
03;SSH;SAW;64;160
04;SSH;SAW;73;155
05;SSH;SAW;77;155
06;SSH;SAW;74;155
07;SSH;SAW;103;155
08;SSH;SAW;133;155
10;SSH;SAW;75;155
01;SSH;JED;194;100
02;SSH;JED;176;100
02;SSH;TLL;173;335
02;SSH;UFA;171;330
03;SSH;UFA;170;330
02;SSH;ZRH;412;295
01;SSH;KBP;102;255
02;SSH;IEV;101;250
03;SSH;KBP;179;240
04;SSH;KBP;200;255
01;SSH;LED;230;360
02;SSH;LED;53;335
03;SSH;LED;78;355
04;SSH;LED;488;340
01;SSH;VKO;150;290
02;SSH;VKO;58;290
03;SSH;VKO;70;290
01;SSH;KBP;102;255
02;SSH;KBP;129;240
03;SSH;KBP;179;240
04;SSH;KBP;200;255
02;SSH;RIX;276;280
01;SSH;SAW;70;160
02;SSH;IST;59;175
03;SSH;SAW;64;160
04;SSH;SAW;73;155
05;SSH;SAW;77;155
06;SSH;SAW;74;155
07;SSH;SAW;103;155
08;SSH;SAW;133;155
10;SSH;SAW;75;155
11;SSH;IST;235;175
01;SSH;VIE;50;245
02;SSH;VIE;61;245
03;SSH;VIE;88;245
02;SSH;MSQ;204;300
03;SSH;MSQ;203;210
01;SSH;DME;96;305
02;SSH;DME;44;285
03;SSH;DME;132;285
04;SSH;DME;184;295
05;SSH;DME;178;305
06;SSH;DME;184;295
07;SSH;DME;187;295
10;SSH;DME;230;295
11;SSH;DME;187;305
12;SSH;DME;187;305
01;SSH;DME;187;305
04;SSH;CGN;218;295
01;SSH;NAP;16;210
02;SSH;NAP;16;210
03;SSH;NAP;97;230
04;SSH;NAP;41;230
04;SSH;FRA;188;300
02;SSH;BRU;69;450
02;SSH;FCO;16;240
03;SSH;FCO;142;225
02;SSH;SVO;56;305
03;SSH;SVO;269;320
04;SSH;SVO;266;320
05;SSH;SVO;266;320
06;SSH;SVO;266;320
07;SSH;SVO;269;320
08;SSH;SVO;357;320
09;SSH;SVO;266;320
10;SSH;SVO;269;320
01;SSH;LGW;227;340
02;SSH;LGW;87;340
03;SSH;BGY;123;265
04;SSH;BGY;207;265
02;SSH;DUS;112;375
01;SSH;MXP;42;280
02;SSH;MXP;12;280
03;SSH;MXP;15;280
04;SSH;MXP;30;275
02;SSH;BLQ;150;270
02;SSH;LTN;19;345
02;RAK;CMN;73;50
03;RAK;CMN;71;50
05;RAK;CMN;72;50
07;RAK;CMN;69;50
03;RAK;TLV;239;350
04;RAK;TLV;161;285
03;RAK;ZRH;163;205
04;RAK;ZRH;184;140
04;RAK;AMS;72;165
08;RAK;AMS;170;225
12;RAK;LPA;100;130
03;RAK;DUB;40;230
04;RAK;CPH;204;200
02;RAK;IST;298;300
03;RAK;IST;302;305
01;RAK;IST;350;300
02;RAK;MAD;7;125
03;RAK;MAD;11;125
08;RAK;MAD;37;120
02;RAK;LHR;280;225
03;RAK;LHR;168;220
05;RAK;LHR;285;155
08;RAK;CGN;90;220
03;RAK;NAP;19;140
03;RAK;VLC;20;120
02;RAK;HHN;50;225
04;RAK;HHN;67;160
02;RAK;BRU;16;220
04;RAK;BRU;32;150
08;RAK;CRL;169;210
02;RAK;BCN;10;145
03;RAK;BCN;12;145
07;RAK;BCN;51;135
02;RAK;AGP;29;90
08;RAK;AGP;50;85
04;RAK;LGW;280;145
06;RAK;LGW;438;215
02;RAK;EIN;14;225
08;RAK;EIN;134;225
03;RAK;BGY;14;205
04;RAK;BGY;14;135
02;RAK;HHN;50;225
04;RAK;HHN;67;160
04;RAK;MXP;62;135
02;RAK;LIS;95;100
03;RAK;LIS;97;100
04;RAK;LIS;105;35
05;RAK;LIS;96;95
02;RAK;GVA;180;195
01;RAK;CDG;375;210
02;RAK;CDG;128;210
07;RAK;CDG;176;200
02;RAK;ORY;50;185
03;RAK;ORY;55;185
07;RAK;ORY;94;185
02;RAK;MRS;22;170
08;RAK;CRL;169;210
02;RAK;STN;11;225
03;RAK;STN;18;225
01;TUN;CAI;108;180
02;TUN;CAI;94;180
07;TUN;CAI;105;180
01;TUN;ALG;242;80
02;TUN;ALG;107;80
03;TUN;ALG;110;80
04;TUN;ALG;212;80
11;TUN;ALG;111;80
01;TUN;ALG;90;80
02;TUN;CMN;88;185
03;TUN;CMN;97;185
01;TUN;DXB;304;335
02;TUN;DXB;293;335
07;TUN;DXB;298;345
01;TUN;DOH;249;320
02;TUN;DOH;211;320
02;TUN;JED;329;255
03;TUN;JED;269;265
04;TUN;JED;312;265
01;TUN;MLA;57;70
02;TUN;MLA;57;70
04;TUN;MLA;52;60
01;TUN;IST;153;170
02;TUN;IST;119;170
03;TUN;IST;143;170
04;TUN;IST;124;150
05;TUN;IST;127;170
08;TUN;IST;154;170
02;TUN;VIE;164;135
01;TUN;MUC;227;130
02;TUN;MAD;118;125
03;TUN;MAD;117;125
04;TUN;MAD;117;135
05;TUN;MAD;69;135
02;TUN;LHR;161;180
01;TUN;CGN;133;160
01;TUN;FRA;172;275
02;TUN;FRA;128;155
03;TUN;FRA;121;155
04;TUN;FRA;137;145
05;TUN;FRA;121;155
01;TUN;BRU;122;245
02;TUN;CRL;79;180
03;TUN;CRL;100;185
06;TUN;BRU;105;150
01;TUN;FCO;99;85
02;TUN;FCO;98;85
04;TUN;BCN;118;100
02;TUN;DUS;140;165
03;TUN;DUS;132;165
01;TUN;TLS;76;115
07;TUN;TLS;65;115
02;TUN;VCE;114;100
02;TUN;PMO;57;60
01;TUN;MXP;160;105
02;TUN;MXP;113;105
01;TUN;NCE;111;90
02;TUN;NCE;34;165
01;TUN;GVA;198;115
02;TUN;GVA;192;115
01;TUN;CDG;120;150
02;TUN;CDG;65;150
03;TUN;CDG;30;150
01;TUN;ORY;89;160
02;TUN;ORY;42;160
03;TUN;ORY;42;160
08;TUN;ORY;251;155
02;TUN;BLQ;206;95
01;TUN;MRS;152;195
02;TUN;MRS;67;95
08;TUN;MRS;181;95
02;TUN;CRL;79;180
03;TUN;CRL;100;185
01;TUN;LYS;59;110
02;TUN;LYS;50;110
03;TUN;LYS;41;125
04;TUN;MAN;57;195
01;TUN;NTE;32;160
02;TUN;NTE;51;150
02;TUN;BOD;116;130
02;TUN;YUL;518;535
03;TUN;YUL;377;535
07;TUN;YUL;405;535
01;HRG;CAI;38;60
02;HRG;CAI;40;60
03;HRG;CAI;47;60
04;HRG;CAI;53;60
05;HRG;CAI;55;60
06;HRG;CAI;36;60
07;HRG;CAI;39;60
08;HRG;CAI;52;60
02;HRG;HBE;40;75
04;HRG;HBE;117;80
06;HRG;HBE;115;80
02;HRG;SSH;31;35
03;HRG;SSH;40;35
04;HRG;SSH;43;35
05;HRG;SSH;39;35
07;HRG;SSH;44;35
09;HRG;SSH;85;35
01;HRG;SAW;68;170
02;HRG;SAW;65;170
03;HRG;SAW;64;170
04;HRG;SAW;73;170
05;HRG;SAW;74;170
06;HRG;SAW;74;170
07;HRG;SAW;105;170
10;HRG;SAW;78;170
02;HRG;TLL;186;330
02;HRG;UFA;65;335
03;HRG;UFA;196;335
04;HRG;UFA;590;330
02;HRG;ZRH;226;295
01;HRG;IEV;96;240
02;HRG;IEV;93;240
03;HRG;KBP;189;240
04;HRG;KBP;209;240
05;HRG;KBP;211;240
02;HRG;AMS;93;355
01;HRG;LED;228;345
02;HRG;LED;36;345
03;HRG;LED;71;345
04;HRG;LED;471;340
02;HRG;VKO;51;295
03;HRG;VKO;70;310
01;HRG;PRG;108;270
02;HRG;PRG;106;275
04;HRG;PRG;220;270
05;HRG;PRG;197;275
01;HRG;KBP;103;250
02;HRG;KBP;108;250
03;HRG;KBP;189;240
04;HRG;KBP;209;240
05;HRG;KBP;211;240
02;HRG;BEG;140;210
03;HRG;BEG;123;210
04;HRG;BEG;123;205
02;HRG;RIX;269;285
01;HRG;SAW;68;170
02;HRG;IST;58;180
03;HRG;SAW;64;170
04;HRG;SAW;73;170
05;HRG;SAW;74;170
06;HRG;SAW;74;170
07;HRG;SAW;105;170
10;HRG;SAW;78;170
02;HRG;VIE;196;265
03;HRG;VIE;159;265
02;HRG;MUC;173;280
03;HRG;MUC;97;285
01;HRG;VNO;421;300
02;HRG;MSQ;204;310
03;HRG;MSQ;203;210
04;HRG;MSQ;204;210
01;HRG;DME;39;290
02;HRG;DME;36;290
03;HRG;DME;137;290
04;HRG;DME;182;300
05;HRG;DME;178;350
06;HRG;DME;144;300
07;HRG;DME;185;300
08;HRG;DME;145;300
09;HRG;DME;207;300
10;HRG;DME;197;300
11;HRG;DME;144;310
12;HRG;DME;144;310
01;HRG;DME;145;310
01;HRG;CGN;159;315
02;HRG;CGN;75;315
02;HRG;HAJ;75;315
01;HRG;FRA;280;290
02;HRG;FRA;155;290
04;HRG;FRA;172;300
05;HRG;FRA;172;300
01;HRG;BRU;105;310
02;HRG;BRU;89;355
03;HRG;BRU;135;310
05;HRG;BRU;165;350
02;HRG;SVO;40;305
03;HRG;SVO;267;320
04;HRG;SVO;267;325
05;HRG;SVO;264;325
06;HRG;SVO;264;325
08;HRG;SVO;359;325
09;HRG;SVO;268;325
01;HRG;HAM;204;315
02;HRG;HAM;199;425
03;HRG;HAM;146;330
02;HRG;LGW;23;360
04;HRG;LGW;697;350
05;HRG;LGW;191;350
01;HRG;DUS;160;320
02;HRG;MXP;17;285
04;HRG;GVA;546;290
02;HRG;ORY;114;325
02;HRG;LTN;22;345
03;HRG;LTN;171;345
02;ADD;CPT;365;390
10;ADD;CPT;390;390
01;ADD;CAI;185;255
02;ADD;CAI;134;215
03;ADD;CAI;137;215
02;ADD;DAR;311;160
02;ADD;NBO;195;130
03;ADD;NBO;199;130
05;ADD;NBO;197;130
07;ADD;NBO;242;130
01;ADD;LOS;446;325
02;ADD;LOS;443;325
05;ADD;BOM;544;340
01;ADD;MCT;310;270
02;ADD;MCT;304;270
03;ADD;MCT;306;270
06;ADD;MCT;307;270
10;ADD;MCT;307;270
12;ADD;MCT;307;270
01;ADD;DXB;294;275
02;ADD;DXB;283;250
03;ADD;DXB;304;250
01;ADD;DOH;303;255
02;ADD;HKG;562;785
03;ADD;HKG;562;785
11;ADD;HKG;570;785
01;ADD;BKK;562;540
02;ADD;BKK;555;540
03;ADD;BKK;558;540
04;ADD;BKK;566;540
06;ADD;BKK;566;560
07;ADD;BKK;566;540
08;ADD;BKK;566;560
